Date,Time,Pre_GC90,Pre_GC150,Pre_Outflow,Post_GC90,Post_GC150,Post_Outflow,Obs
4-Aug-22,4:15,0,62.1,62.1,0,62.1,62.1,87.9
4-Aug-22,4:20,0,62.1,62.1,0,62.1,62.1,86.9
4-Aug-22,4:25,0,62.1,62.1,0,62.1,62.1,86.9
4-Aug-22,4:30,0,62.1,62.1,0,62.1,62.1,86.9
4-Aug-22,4:35,0,62.1,62.1,0,62.1,62.1,85.9
4-Aug-22,4:40,0,62.1,62.1,0,62.1,62.1,86.9
4-Aug-22,4:45,0,62.1,62.1,0,62.1,62.1,85.9
4-Aug-22,4:50,0,62.1,62.1,0,62.1,62.1,85.9
4-Aug-22,4:55,0,62.1,62.1,0,62.1,62.1,86.9
4-Aug-22,5:00,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,5:05,0,62.1,62.1,0,62.1,62.1,84.9
4-Aug-22,5:10,0,62.1,62.1,0,62.1,62.1,84.9
4-Aug-22,5:15,0,62.1,62.1,0,62.1,62.1,84.9
4-Aug-22,5:20,0,62.1,62.1,0,62.1,62.1,85.9
4-Aug-22,5:25,0,62.1,62.1,0,62.1,62.1,84.9
4-Aug-22,5:30,0,62.1,62.1,0,62.1,62.1,85.9
4-Aug-22,5:35,0,62.1,62.1,0,62.1,62.1,84.9
4-Aug-22,5:40,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,5:45,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,5:50,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,5:55,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,6:00,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,6:05,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,6:10,0,62.1,62.1,0,62.1,62.1,85.9
4-Aug-22,6:15,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,6:20,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,6:25,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,6:30,0,62.1,62.1,0,62.1,62.1,82
4-Aug-22,6:35,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,6:40,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,6:45,0,62.1,62.1,0,62.1,62.1,84.9
4-Aug-22,6:50,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,6:55,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,7:00,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,7:05,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,7:10,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,7:15,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,7:20,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,7:25,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,7:30,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,7:35,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,7:40,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,7:45,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,7:50,0,62.1,62.1,0,62.1,62.1,82
4-Aug-22,7:55,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,8:00,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,8:05,0,62.1,62.1,0,62.1,62.1,84
4-Aug-22,8:10,0,62.1,62.1,0,62.1,62.1,82
4-Aug-22,8:15,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,8:20,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,8:25,0,62.1,62.1,0,62.1,62.1,82
4-Aug-22,8:30,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,8:35,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,8:40,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,8:45,0,62.1,62.1,0,62.1,62.1,82
4-Aug-22,8:50,0,62.1,62.1,0,62.1,62.1,83
4-Aug-22,8:55,0,62.1,62.1,0,62.1,62.1,81.1
4-Aug-22,9:00,0,62.1,62.1,0,62.1,62.1,82
