Date,Time,Pre_GC90,Pre_GC150,Pre_Outflow,Post_GC90,Post_GC150,Post_Outflow,Obs,,,
11-Sep-22,3:05,5.2,21,26.2,16.8,21,37.8,102,,,
11-Sep-22,3:10,4.8,21,25.8,16.1,21,37.1,99.6,,,
11-Sep-22,3:15,4.5,21,25.5,15.7,21,36.7,104,,,
11-Sep-22,3:20,4.1,21,25.1,15.2,21,36.2,101,,,
11-Sep-22,3:25,3.8,21,24.8,14.7,21,35.7,101,,,
11-Sep-22,3:30,3.5,21,24.5,14,21,35,102,,,
11-Sep-22,3:35,3.2,21,24.2,13.3,21,34.3,98.2,,,
11-Sep-22,3:40,3,21,24,12.4,21,33.4,96.8,,,
11-Sep-22,3:45,2.8,21,23.8,11.4,21,32.4,99.6,,,
11-Sep-22,3:50,2.5,21,23.5,10.4,21,31.4,99.6,,,
11-Sep-22,3:55,2.3,21,23.3,9.5,21,30.5,99.6,,,
11-Sep-22,4:00,2.1,21,23.1,8.6,21,29.6,98.2,,,
11-Sep-22,4:05,2,21,23,7.7,21,28.7,98.2,,,
11-Sep-22,4:10,1.8,21,22.8,7,21,28,98.2,,,
11-Sep-22,4:15,1.7,21,22.7,6.3,21,27.3,96.8,,,
11-Sep-22,4:20,1.6,21,22.6,5.6,21,26.6,96.8,,,
11-Sep-22,4:25,1.5,21,22.5,5.1,21,26.1,96.8,,,
11-Sep-22,4:30,1.4,21,22.4,4.5,21,25.5,96.8,,,
11-Sep-22,4:35,1.3,21,22.3,4.1,21,25.1,96.8,,,
11-Sep-22,4:40,1.2,21,22.2,3.6,21,24.6,95.4,,,
11-Sep-22,4:45,1.2,21,22.2,3.3,21,24.3,95.4,,,
11-Sep-22,4:50,1.1,21,22.1,2.9,21,23.9,95.4,,,
11-Sep-22,4:55,1.1,21,22.1,2.6,21,23.6,94,,,
11-Sep-22,5:00,1,21,22,2.4,21,23.4,92.6,,,
11-Sep-22,5:05,1,21,22,2.1,21,23.1,94,,,
11-Sep-22,5:10,0.9,21,21.9,1.9,21,22.9,94,,,
11-Sep-22,5:15,0.8,21,21.8,1.7,21,22.7,94,,,
11-Sep-22,5:20,0.7,21,21.7,1.5,21,22.5,95.4,,,
11-Sep-22,5:25,0.5,21,21.5,1.4,21,22.4,94,,,
11-Sep-22,5:30,0.3,21,21.3,1.2,21,22.2,91.3,,,
11-Sep-22,5:35,0.2,21,21.2,1,21,22,92.6,,,
11-Sep-22,5:40,0.1,21,21.1,0.9,21,21.9,92.6,,,
11-Sep-22,5:45,0.1,21,21.1,0.7,21,21.7,91.3,,,
11-Sep-22,5:50,0.1,21,21.1,0.6,21,21.6,91.3,,,
11-Sep-22,5:55,0.1,21,21.1,0.5,21,21.5,91.3,,,
11-Sep-22,6:00,0,21,21,0.4,21,21.4,91.3,,,
11-Sep-22,6:05,0,21,21,0.4,21,21.4,91.3,,,
11-Sep-22,6:10,0,21,21,0.4,21,21.4,90,,,
11-Sep-22,6:15,0,21,21,0.3,21,21.3,90,,,
11-Sep-22,6:20,0.1,21,21.1,0.4,21,21.4,91.3,,,
11-Sep-22,6:25,0.1,21,21.1,0.5,21,21.5,92.6,,,
11-Sep-22,6:30,0.1,21,21.1,1.3,21,22.3,87.6,,,
11-Sep-22,6:35,0.1,21,21.1,3.5,21,24.5,90,,,
11-Sep-22,6:40,0.1,21,21.1,7,21,28,90,,,
11-Sep-22,6:45,0.1,21,21.1,10.4,21,31.4,90,,,
11-Sep-22,6:50,0.2,21,21.2,12.5,21,33.5,90,,,
11-Sep-22,6:55,0.2,21,21.2,13.2,21,34.2,87.6,,,
11-Sep-22,7:00,0.2,21,21.2,12.9,21,33.9,87.6,,,
11-Sep-22,7:05,0.2,21,21.2,12.1,21,33.1,88.8,,,
11-Sep-22,7:10,0.2,21,21.2,11,21,32,88.8,,,
11-Sep-22,7:15,0.3,21,21.3,9.9,21,30.9,87.6,,,
11-Sep-22,7:20,0.3,21,21.3,8.8,21,29.8,88.8,,,
11-Sep-22,7:25,0.3,21,21.3,7.8,21,28.8,86.5,,,
11-Sep-22,7:30,0.3,21,21.3,7.2,21,28.2,87.6,,,
11-Sep-22,7:35,0.3,21,21.3,7.1,21,28.1,87.6,,,
11-Sep-22,7:40,0.3,21,21.3,7.9,21,28.9,87.6,,,
11-Sep-22,7:45,0.3,21,21.3,9.5,21,30.5,86.5,,,
11-Sep-22,7:50,0.3,21,21.3,11.5,21,32.5,87.6,,,
11-Sep-22,7:55,0.3,21,21.3,13.1,21,34.1,86.5,,,
11-Sep-22,8:00,0.4,21,21.4,13.9,21,34.9,86.5,,,
11-Sep-22,8:05,0.4,21,21.4,14,21,35,87.6,,,
11-Sep-22,8:10,0.4,21,21.4,13.6,21,34.6,86.5,,,
11-Sep-22,8:15,0.4,21,21.4,13,21,34,86.5,,,
11-Sep-22,8:20,0.4,21,21.4,12.3,21,33.3,86.5,,,
11-Sep-22,8:25,0.4,21,21.4,11.8,21,32.8,84.2,,,
11-Sep-22,8:30,0.5,21,21.5,11.4,21,32.4,86.5,,,
11-Sep-22,8:35,0.6,21,21.6,11.2,21,32.2,85.3,,,
11-Sep-22,8:40,0.7,21,21.7,11.2,21,32.2,84.2,,,
11-Sep-22,8:45,0.9,21,21.9,11.2,21,32.2,85.3,,,
11-Sep-22,8:50,1,21,22,11.1,21,32.1,85.3,,,
11-Sep-22,8:55,1.2,21,22.2,11,21,32,86.5,,,
11-Sep-22,9:00,1.4,21,22.4,10.7,21,31.7,85.3,,,
11-Sep-22,9:05,1.5,21,22.5,10.2,21,31.2,85.3,,,
11-Sep-22,9:10,1.6,21,22.6,9.7,21,30.7,85.3,,,
11-Sep-22,9:15,1.6,21,22.6,9.1,21,30.1,85.3,,,
11-Sep-22,9:20,1.7,21,22.7,8.5,21,29.5,85.3,,,
11-Sep-22,9:25,1.6,21,22.6,7.9,21,28.9,84.2,,,
11-Sep-22,9:30,1.6,21,22.6,7.3,21,28.3,84.2,,,
11-Sep-22,9:35,1.5,21,22.5,6.7,21,27.7,84.2,,,
11-Sep-22,9:40,1.5,21,22.5,6.2,21,27.2,84.2,,,
11-Sep-22,9:45,1.4,21,22.4,5.7,21,26.7,83,,,
11-Sep-22,9:50,1.3,21,22.3,5.2,21,26.2,81.9,,,
11-Sep-22,9:55,1.2,21,22.2,4.8,21,25.8,84.2,,,
11-Sep-22,10:00,1.1,21,22.1,4.4,21,25.4,83,,,
11-Sep-22,10:05,1,21,22,4,21,25,84.2,,,
11-Sep-22,10:10,0.9,21,21.9,3.7,21,24.7,83,,,
11-Sep-22,10:15,0.7,21,21.7,3.4,21,24.4,83,,,
11-Sep-22,10:20,0.6,21,21.6,3.1,21,24.1,81.9,,,
11-Sep-22,10:25,0.3,21,21.3,2.9,21,23.9,83,,,
11-Sep-22,10:30,0.2,21,21.2,2.6,21,23.6,83,,,
11-Sep-22,10:35,0.1,21,21.1,2.4,21,23.4,83,,,
11-Sep-22,10:40,0.1,21,21.1,2.2,21,23.2,84.2,,,
11-Sep-22,10:45,0,21,21,2,21,23,83,,,
11-Sep-22,10:50,0,21,21,1.9,21,22.9,83,,,
11-Sep-22,10:55,0,21,21,1.7,21,22.7,83,,,
11-Sep-22,11:00,0,21,21,1.6,21,22.6,81.9,,,
11-Sep-22,11:05,0,21,21,1.4,21,22.4,81.9,,,
11-Sep-22,11:10,0,21,21,1.3,21,22.3,81.9,,,
11-Sep-22,11:15,0,21,21,1.1,21,22.1,81.9,,,
11-Sep-22,11:20,0,21,21,1,21,22,80.7,,,
11-Sep-22,11:25,0,21,21,0.8,21,21.8,80.7,,,
11-Sep-22,11:30,0,21,21,0.6,21,21.6,80.7,,,
11-Sep-22,11:35,0,21,21,0.3,21,21.3,80.7,,,
11-Sep-22,11:40,0,21,21,0.2,21,21.2,80.7,,,
11-Sep-22,11:45,0,21,21,0.1,21,21.1,80.7,,,
11-Sep-22,11:50,0,21,21,0.1,21,21.1,80.7,,,
11-Sep-22,11:55,0,21,21,0,21,21,80.7,,,
11-Sep-22,12:00,0,21,21,0,21,21,81.9,,,
